Día,Central,Costo unitario previsto $/MWh,Capacidad promedio prevista MW,Costo unitario realizado $/MWh,Capacidad promedio realizada MW
18/01/2006,CPCP1 ,583.964,252.4,583.963,224.135
19/01/2006,CPCP1 ,572.56,252.4,572.523,223.056
20/01/2006,CPCP1 ,539.374,252.4,539.374,221.073
21/01/2006,CPCP1 ,570.014,252.4,570.013,220.186
22/01/2006,CPCP1 ,570.874,252.4,570.013,224.715
23/01/2006,CPCP1 ,570.013,252.4,570.013,232.614
24/01/2006,CPCP1 ,540.984,252.4,540.984,257.184
25/01/2006,CPCP1 ,540.984,252.4,540.984,252.983
26/01/2006,CPCP1 ,541.694,252.4,541.694,242.043
27/01/2006,CPCP1 ,541.947,252.4,541.694,250.089
28/01/2006,CPCP1 ,515.264,252.4,515.264,255.519
29/01/2006,CPCP1 ,515.268,252.4,515.264,254.321
30/01/2006,CPCP1 ,515.712,252.4,515.264,253.704
31/01/2006,CPCP1 ,515.264,252.4,515.264,251.822
01/01/2006,CPIP1 ,0.0,16.0,0.0,16.669
02/01/2006,CPIP1 ,0.0,16.0,0.0,16.465
03/01/2006,CPIP1 ,0.0,16.0,0.0,16.159
04/01/2006,CPIP1 ,0.0,16.0,0.0,14.547
05/01/2006,CPIP1 ,0.0,16.0,0.0,13.194
06/01/2006,CPIP1 ,0.0,16.0,0.0,13.568
07/01/2006,CPIP1 ,0.0,16.0,0.0,14.713
08/01/2006,CPIP1 ,0.0,16.0,0.0,15.694
09/01/2006,CPIP1 ,0.0,16.0,0.0,15.307
10/01/2006,CPIP1 ,0.0,16.0,0.0,15.673
11/01/2006,CPIP1 ,0.0,16.0,0.0,16.035
12/01/2006,CPIP1 ,0.0,16.0,0.0,15.626
13/01/2006,CPIP1 ,0.0,16.0,0.0,15.628
14/01/2006,CPIP1 ,0.0,16.0,0.0,15.72
15/01/2006,CPIP1 ,0.0,16.0,0.0,15.447
16/01/2006,CPIP1 ,0.0,16.0,0.0,14.752
17/01/2006,CPIP1 ,0.0,16.0,0.0,14.65
18/01/2006,CPIP1 ,0.0,16.0,0.0,13.492
19/01/2006,CPIP1 ,0.0,16.0,0.0,14.316
20/01/2006,CPIP1 ,0.0,16.0,0.0,15.18
21/01/2006,CPIP1 ,0.0,16.0,0.0,16.28
22/01/2006,CPIP1 ,0.0,16.0,0.0,16.173
23/01/2006,CPIP1 ,0.0,16.0,0.0,15.326
24/01/2006,CPIP1 ,0.0,16.0,0.0,14.684
25/01/2006,CPIP1 ,0.0,16.0,0.0,15.449
26/01/2006,CPIP1 ,0.0,16.0,0.0,16.09
27/01/2006,CPIP1 ,0.0,16.0,0.0,15.381
28/01/2006,CPIP1 ,0.0,16.0,0.0,18.198
29/01/2006,CPIP1 ,0.0,16.0,0.0,17.694
30/01/2006,CPIP1 ,0.0,16.0,0.0,15.934
31/01/2006,CPIP1 ,0.0,16.0,0.0,14.211
01/01/2006,CPJP1 ,0.0,12.0,0.0,12.255
02/01/2006,CPJP1 ,0.0,0.0,0.0,12.271
03/01/2006,CPJP1 ,0.0,12.0,0.0,12.192
04/01/2006,CPJP1 ,0.0,12.0,0.0,12.216
05/01/2006,CPJP1 ,0.0,0.0,0.0,12.21
06/01/2006,CPJP1 ,0.0,12.0,0.0,12.186
07/01/2006,CPJP1 ,0.0,12.0,0.0,12.277
08/01/2006,CPJP1 ,0.0,12.0,0.0,12.266
09/01/2006,CPJP1 ,0.0,0.0,0.0,12.278
10/01/2006,CPJP1 ,0.0,12.0,0.0,12.264
11/01/2006,CPJP1 ,0.0,12.0,0.0,12.229
12/01/2006,CPJP1 ,0.0,12.0,0.0,12.308
13/01/2006,CPJP1 ,0.0,12.0,0.0,12.215
14/01/2006,CPJP1 ,0.0,12.0,0.0,12.318
15/01/2006,CPJP1 ,0.0,12.0,0.0,12.284
16/01/2006,CPJP1 ,0.0,0.0,0.0,12.257
17/01/2006,CPJP1 ,0.0,12.0,0.0,12.277
18/01/2006,CPJP1 ,0.0,12.0,0.0,12.251
19/01/2006,CPJP1 ,0.0,0.0,0.0,12.283
20/01/2006,CPJP1 ,0.0,0.0,0.0,12.162
21/01/2006,CPJP1 ,0.0,12.0,0.0,12.303
22/01/2006,CPJP1 ,0.0,12.0,0.0,12.217
23/01/2006,CPJP1 ,0.0,12.0,0.0,12.315
24/01/2006,CPJP1 ,0.0,12.0,0.0,12.228
25/01/2006,CPJP1 ,0.0,12.0,0.0,12.222
26/01/2006,CPJP1 ,0.0,12.0,0.0,12.302
27/01/2006,CPJP1 ,0.0,12.0,0.0,12.271
28/01/2006,CPJP1 ,0.0,12.0,0.0,12.187
29/01/2006,CPJP1 ,0.0,12.0,0.0,12.21
30/01/2006,CPJP1 ,0.0,12.0,0.0,12.068
31/01/2006,CPJP1 ,0.0,12.0,0.0,12.181
01/01/2006,CPMP1 ,0.0,0.0,0.0,5.719
02/01/2006,CPMP1 ,0.0,0.0,0.0,5.866
03/01/2006,CPMP1 ,0.0,0.0,0.0,5.845
04/01/2006,CPMP1 ,0.0,0.0,0.0,5.885
05/01/2006,CPMP1 ,0.0,0.0,0.0,5.63
06/01/2006,CPMP1 ,0.0,0.0,0.0,9.835
07/01/2006,CPMP1 ,0.0,0.0,0.0,17.009
08/01/2006,CPMP1 ,0.0,0.0,0.0,17.382
09/01/2006,CPMP1 ,0.0,0.0,0.0,17.826
10/01/2006,CPMP1 ,0.0,0.0,0.0,16.776
11/01/2006,CPMP1 ,0.0,0.0,0.0,17.338
12/01/2006,CPMP1 ,0.0,0.0,0.0,15.185
13/01/2006,CPMP1 ,0.0,0.0,0.0,14.265
14/01/2006,CPMP1 ,0.0,0.0,0.0,16.374
15/01/2006,CPMP1 ,0.0,0.0,0.0,15.299
16/01/2006,CPMP1 ,0.0,0.0,0.0,16.169
17/01/2006,CPMP1 ,0.0,0.0,0.0,16.405
18/01/2006,CPMP1 ,0.0,0.0,0.0,16.5
19/01/2006,CPMP1 ,0.0,0.0,0.0,16.276
20/01/2006,CPMP1 ,0.0,0.0,0.0,17.048
21/01/2006,CPMP1 ,0.0,0.0,0.0,14.22
22/01/2006,CPMP1 ,0.0,0.0,0.0,13.718
23/01/2006,CPMP1 ,0.0,0.0,0.0,14.476
24/01/2006,CPMP1 ,0.0,0.0,0.0,14.683
25/01/2006,CPMP1 ,0.0,0.0,0.0,15.352
26/01/2006,CPMP1 ,0.0,0.0,0.0,15.332
27/01/2006,CPMP1 ,0.0,0.0,0.0,15.408
28/01/2006,CPMP1 ,0.0,0.0,0.0,8.434
29/01/2006,CPMP1 ,0.0,0.0,0.0,7.71
30/01/2006,CPMP1 ,0.0,0.0,0.0,6.938
31/01/2006,CPMP1 ,0.0,0.0,0.0,5.511
01/01/2006,CPQP1 ,0.0,1.0,0.0,4.848
02/01/2006,CPQP1 ,0.0,0.0,0.0,4.684
03/01/2006,CPQP1 ,0.0,1.0,0.0,4.856
04/01/2006,CPQP1 ,0.0,1.0,0.0,5.028
05/01/2006,CPQP1 ,0.0,0.0,0.0,4.606
06/01/2006,CPQP1 ,0.0,1.0,0.0,5.177
07/01/2006,CPQP1 ,0.0,1.0,0.0,6.93
08/01/2006,CPQP1 ,0.0,1.0,0.0,6.905
09/01/2006,CPQP1 ,0.0,0.0,0.0,6.895
10/01/2006,CPQP1 ,0.0,1.0,0.0,6.915
11/01/2006,CPQP1 ,0.0,1.0,0.0,6.931
12/01/2006,CPQP1 ,0.0,1.0,0.0,7.034
13/01/2006,CPQP1 ,0.0,1.0,0.0,6.976
14/01/2006,CPQP1 ,0.0,1.0,0.0,6.97
15/01/2006,CPQP1 ,0.0,1.0,0.0,6.924
16/01/2006,CPQP1 ,0.0,0.0,0.0,6.923
17/01/2006,CPQP1 ,0.0,1.0,0.0,6.915
18/01/2006,CPQP1 ,0.0,1.0,0.0,6.954
19/01/2006,CPQP1 ,0.0,0.0,0.0,6.972
20/01/2006,CPQP1 ,0.0,0.0,0.0,6.938
21/01/2006,CPQP1 ,0.0,1.0,0.0,6.918
22/01/2006,CPQP1 ,0.0,1.0,0.0,6.859
23/01/2006,CPQP1 ,0.0,1.0,0.0,6.819
24/01/2006,CPQP1 ,0.0,1.0,0.0,6.888
25/01/2006,CPQP1 ,0.0,1.0,0.0,6.9
26/01/2006,CPQP1 ,0.0,1.0,0.0,6.943
27/01/2006,CPQP1 ,0.0,1.0,0.0,6.91
28/01/2006,CPQP1 ,0.0,1.0,0.0,6.784
29/01/2006,CPQP1 ,0.0,1.0,0.0,6.486
30/01/2006,CPQP1 ,0.0,1.0,0.0,5.472
31/01/2006,CPQP1 ,0.0,1.0,0.0,4.021
01/01/2006,CPTP1 ,0.0,44.329,0.0,42.098
02/01/2006,CPTP1 ,0.0,44.329,0.0,42.043
03/01/2006,CPTP1 ,0.0,44.329,0.0,42.173
04/01/2006,CPTP1 ,0.0,44.329,0.0,41.72
05/01/2006,CPTP1 ,0.0,44.329,0.0,41.567
06/01/2006,CPTP1 ,0.0,44.329,0.0,41.186
07/01/2006,CPTP1 ,0.0,44.329,0.0,41.709
08/01/2006,CPTP1 ,0.0,44.329,0.0,41.687
09/01/2006,CPTP1 ,0.0,44.329,0.0,41.364
10/01/2006,CPTP1 ,0.0,44.329,0.0,41.227
11/01/2006,CPTP1 ,0.0,44.329,0.0,41.355
12/01/2006,CPTP1 ,0.0,44.329,0.0,41.55
13/01/2006,CPTP1 ,0.0,44.329,0.0,41.582
14/01/2006,CPTP1 ,0.0,44.329,0.0,41.746
15/01/2006,CPTP1 ,0.0,44.329,0.0,41.521
16/01/2006,CPTP1 ,0.0,44.329,0.0,40.742
17/01/2006,CPTP1 ,0.0,44.329,0.0,41.45
18/01/2006,CPTP1 ,0.0,44.329,0.0,42.882
19/01/2006,CPTP1 ,0.0,44.329,0.0,43.746
20/01/2006,CPTP1 ,0.0,44.329,0.0,41.632
21/01/2006,CPTP1 ,0.0,44.329,0.0,41.848
22/01/2006,CPTP1 ,0.0,44.329,0.0,41.611
23/01/2006,CPTP1 ,0.0,44.329,0.0,42.113
24/01/2006,CPTP1 ,0.0,44.329,0.0,41.316
25/01/2006,CPTP1 ,0.0,44.329,0.0,40.73
26/01/2006,CPTP1 ,0.0,44.329,0.0,42.03
27/01/2006,CPTP1 ,0.0,44.329,0.0,41.513
28/01/2006,CPTP1 ,0.0,44.329,0.0,41.344
29/01/2006,CPTP1 ,0.0,44.329,0.0,42.017
30/01/2006,CPTP1 ,0.0,44.329,0.0,41.36
31/01/2006,CPTP1 ,0.0,44.329,0.0,42.498
01/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
02/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
03/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
04/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
05/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
06/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
07/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
08/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
09/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
10/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
11/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
12/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
13/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
14/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
15/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
16/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
17/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
18/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
19/01/2006,CPXP1 ,0.0,1.0,0.0,1.938
20/01/2006,CPXP1 ,0.0,1.0,0.0,1.418
21/01/2006,CPXP1 ,0.0,1.0,0.0,0.777
22/01/2006,CPXP1 ,0.0,1.0,0.0,0.864
23/01/2006,CPXP1 ,0.0,1.0,0.0,1.145
24/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
25/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
26/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
27/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
28/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
29/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
30/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
31/01/2006,CPXP1 ,0.0,1.0,0.0,0.0
01/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
02/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
03/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
04/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
05/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
06/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
07/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
08/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
09/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
10/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
11/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
12/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
13/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
14/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
15/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
16/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
17/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
18/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
19/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
20/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
21/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
22/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
23/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
24/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
25/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
26/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
27/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
28/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
29/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
30/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
31/01/2006,CRCP1 ,0.0,35.5,0.0,35.5
01/01/2006,CREP1 ,0.0,11.9,0.0,11.9
02/01/2006,CREP1 ,0.0,11.9,0.0,11.9
03/01/2006,CREP1 ,0.0,11.9,0.0,11.9
04/01/2006,CREP1 ,0.0,11.9,0.0,11.9
05/01/2006,CREP1 ,0.0,11.9,0.0,11.9
06/01/2006,CREP1 ,0.0,11.9,0.0,11.9
07/01/2006,CREP1 ,0.0,11.9,0.0,11.9
08/01/2006,CREP1 ,0.0,11.9,0.0,11.9
09/01/2006,CREP1 ,0.0,11.9,0.0,11.9
10/01/2006,CREP1 ,0.0,11.9,0.0,11.9
11/01/2006,CREP1 ,0.0,11.9,0.0,11.9
12/01/2006,CREP1 ,0.0,11.9,0.0,11.9
13/01/2006,CREP1 ,0.0,11.9,0.0,11.9
14/01/2006,CREP1 ,0.0,11.9,0.0,11.9
15/01/2006,CREP1 ,0.0,11.9,0.0,11.9
16/01/2006,CREP1 ,0.0,11.9,0.0,11.9
17/01/2006,CREP1 ,0.0,11.9,0.0,11.9
18/01/2006,CREP1 ,0.0,11.9,0.0,11.9
19/01/2006,CREP1 ,0.0,11.9,0.0,11.9
20/01/2006,CREP1 ,0.0,11.9,0.0,11.9
21/01/2006,CREP1 ,0.0,11.9,0.0,11.9
22/01/2006,CREP1 ,0.0,11.9,0.0,11.9
23/01/2006,CREP1 ,0.0,11.9,0.0,11.9
24/01/2006,CREP1 ,0.0,11.9,0.0,11.9
25/01/2006,CREP1 ,0.0,11.9,0.0,11.9
26/01/2006,CREP1 ,0.0,11.9,0.0,11.9
27/01/2006,CREP1 ,0.0,11.9,0.0,11.9
28/01/2006,CREP1 ,0.0,11.9,0.0,11.9
29/01/2006,CREP1 ,0.0,11.9,0.0,11.9
30/01/2006,CREP1 ,0.0,11.9,2559.73,11.9
31/01/2006,CREP1 ,0.0,11.9,2559.732,11.9
01/01/2006,CRLP1 ,0.0,298.3,0.0,286.679
02/01/2006,CRLP1 ,0.0,328.1,0.0,314.446
03/01/2006,CRLP1 ,0.0,281.733,0.0,289.659
04/01/2006,CRLP1 ,0.0,298.3,0.0,277.694
05/01/2006,CRLP1 ,0.0,298.3,0.0,279.147
06/01/2006,CRLP1 ,0.0,298.3,0.0,273.9
07/01/2006,CRLP1 ,0.0,298.3,0.0,270.297
08/01/2006,CRLP1 ,0.0,298.3,0.0,308.199
09/01/2006,CRLP1 ,0.0,328.1,0.0,318.487
10/01/2006,CRLP1 ,0.0,281.733,0.0,273.257
11/01/2006,CRLP1 ,0.0,298.3,0.0,263.455
12/01/2006,CRLP1 ,0.0,298.3,0.0,274.139
13/01/2006,CRLP1 ,0.0,298.3,0.0,274.404
14/01/2006,CRLP1 ,0.0,298.3,0.0,276.802
15/01/2006,CRLP1 ,0.0,298.3,0.0,283.95
16/01/2006,CRLP1 ,0.0,328.1,0.0,305.93
17/01/2006,CRLP1 ,0.0,281.733,0.0,274.774
18/01/2006,CRLP1 ,0.0,298.3,0.0,270.435
19/01/2006,CRLP1 ,0.0,298.3,0.0,290.914
20/01/2006,CRLP1 ,0.0,298.3,0.0,259.274
21/01/2006,CRLP1 ,0.0,298.3,0.0,277.864
22/01/2006,CRLP1 ,0.0,298.3,0.0,281.473
23/01/2006,CRLP1 ,0.0,328.1,0.0,303.313
24/01/2006,CRLP1 ,0.0,298.3,0.0,277.496
25/01/2006,CRLP1 ,0.0,298.3,0.0,276.899
26/01/2006,CRLP1 ,0.0,239.505,0.0,228.84
27/01/2006,CRLP1 ,0.0,230.664,0.0,218.483
28/01/2006,CRLP1 ,0.0,298.3,0.0,291.722
29/01/2006,CRLP1 ,0.0,298.3,0.0,293.191
30/01/2006,CRLP1 ,0.0,328.1,0.0,319.938
31/01/2006,CRLP1 ,0.0,298.3,0.0,306.114
01/01/2006,CSOP1 ,726.288,247.5,647.19,235.574
02/01/2006,CSOP1 ,666.161,247.5,647.19,219.285
03/01/2006,CSOP1 ,743.398,247.5,728.598,210.765
04/01/2006,CSOP1 ,748.986,247.5,728.598,198.266
05/01/2006,CSOP1 ,672.295,247.5,665.99,189.901
06/01/2006,CSOP1 ,671.735,247.5,665.99,189.116
07/01/2006,CSOP1 ,685.716,247.5,665.99,183.108
08/01/2006,CSOP1 ,733.817,247.5,665.99,229.547
09/01/2006,CSOP1 ,697.622,247.5,665.99,242.743
10/01/2006,CSOP1 ,673.325,247.5,665.99,247.5
11/01/2006,CSOP1 ,674.594,247.5,665.99,209.787
12/01/2006,CSOP1 ,673.721,215.0,669.954,198.549
13/01/2006,CSOP1 ,673.356,215.0,669.954,192.389
14/01/2006,CSOP1 ,693.934,247.5,665.99,182.231
15/01/2006,CSOP1 ,716.348,247.5,665.99,182.729
16/01/2006,CSOP1 ,695.659,247.5,665.99,232.424
17/01/2006,CSOP1 ,674.621,247.5,665.99,211.488
18/01/2006,CSOP1 ,674.558,247.5,665.99,221.469
19/01/2006,CSOP1 ,674.254,247.5,665.99,216.168
20/01/2006,CSOP1 ,682.925,247.5,665.99,188.585
21/01/2006,CSOP1 ,688.834,247.5,665.99,180.398
22/01/2006,CSOP1 ,0.0,0.0,665.99,74.334
23/01/2006,CSOP1 ,0.0,0.0,665.99,192.34
24/01/2006,CSOP1 ,677.939,247.5,665.99,211.886
25/01/2006,CSOP1 ,685.746,247.5,665.99,210.15
26/01/2006,CSOP1 ,679.568,247.5,665.99,207.956
27/01/2006,CSOP1 ,685.633,247.5,665.99,230.447
28/01/2006,CSOP1 ,690.294,247.5,665.99,127.051
29/01/2006,CSOP1 ,726.301,247.5,665.99,193.113
30/01/2006,CSOP1 ,692.05,247.5,665.99,213.594
31/01/2006,CSOP1 ,688.651,247.5,665.99,192.492
01/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
02/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
03/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
04/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
05/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
06/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
07/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
08/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
09/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
10/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
11/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
12/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
13/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
14/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
15/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
16/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
17/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
18/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
19/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
20/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
21/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
22/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
23/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
24/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
25/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
26/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
27/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
28/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
29/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
30/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
31/01/2006,CUHP1 ,0.0,0.0,0.0,0.0
01/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
02/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
03/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
04/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
05/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
06/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
07/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
08/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
09/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
10/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
11/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
12/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
13/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
14/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
15/01/2006,CZUP1 ,0.0,24.0,1590.0,24.0
16/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
17/01/2006,CZUP1 ,0.0,24.0,1590.2,24.0
18/01/2006,CZUP1 ,0.0,24.0,1590.24,24.0
19/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
20/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
21/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
22/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
23/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
24/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
25/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
26/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
27/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
28/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
29/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
30/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
31/01/2006,CZUP1 ,0.0,24.0,0.0,24.0
01/01/2006,CHBP1 ,0.0,11.8,2534.87,23.066
02/01/2006,CHBP1 ,0.0,11.8,2542.307,23.457
03/01/2006,CHBP1 ,0.0,11.8,2402.903,21.143
04/01/2006,CHBP1 ,0.0,11.8,2170.426,24.2
05/01/2006,CHBP1 ,0.0,11.8,2412.866,22.664
06/01/2006,CHBP1 ,0.0,11.8,2512.216,16.098
07/01/2006,CHBP1 ,0.0,11.8,2496.711,12.74
08/01/2006,CHBP1 ,0.0,11.8,2496.711,13.299
09/01/2006,CHBP1 ,0.0,11.8,2496.718,16.866
10/01/2006,CHBP1 ,0.0,11.8,2508.849,18.631
11/01/2006,CHBP1 ,0.0,11.8,2507.332,19.054
12/01/2006,CHBP1 ,0.0,11.8,2497.342,12.421
13/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
14/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
15/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
16/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
17/01/2006,CHBP1 ,0.0,11.8,2605.184,15.222
18/01/2006,CHBP1 ,0.0,11.8,2744.689,11.8
19/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
20/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
21/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
22/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
23/01/2006,CHBP1 ,0.0,11.8,2496.711,12.347
24/01/2006,CHBP1 ,0.0,11.8,2497.506,14.962
25/01/2006,CHBP1 ,0.0,11.8,2545.532,13.889
26/01/2006,CHBP1 ,0.0,11.8,2496.711,15.979
27/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
28/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
29/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
30/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
31/01/2006,CHBP1 ,0.0,11.8,0.0,11.8
01/01/2006,CHLP1 ,0.0,0.0,0.0,6.369
02/01/2006,CHLP1 ,0.0,0.0,0.0,7.434
03/01/2006,CHLP1 ,0.0,0.0,0.0,6.514
04/01/2006,CHLP1 ,0.0,0.0,0.0,6.475
05/01/2006,CHLP1 ,0.0,0.0,0.0,6.719
06/01/2006,CHLP1 ,0.0,0.0,0.0,6.761
07/01/2006,CHLP1 ,0.0,0.0,0.0,6.365
08/01/2006,CHLP1 ,0.0,0.0,0.0,5.924
09/01/2006,CHLP1 ,0.0,0.0,0.0,7.161
10/01/2006,CHLP1 ,0.0,0.0,0.0,6.693
11/01/2006,CHLP1 ,0.0,0.0,0.0,6.688
12/01/2006,CHLP1 ,0.0,0.0,0.0,6.696
13/01/2006,CHLP1 ,0.0,0.0,0.0,6.722
14/01/2006,CHLP1 ,0.0,0.0,0.0,6.397
15/01/2006,CHLP1 ,0.0,0.0,0.0,5.891
16/01/2006,CHLP1 ,0.0,0.0,0.0,6.834
17/01/2006,CHLP1 ,0.0,0.0,0.0,7.359
18/01/2006,CHLP1 ,0.0,0.0,0.0,6.816
19/01/2006,CHLP1 ,0.0,0.0,0.0,6.244
20/01/2006,CHLP1 ,0.0,0.0,0.0,6.745
21/01/2006,CHLP1 ,0.0,0.0,0.0,5.723
22/01/2006,CHLP1 ,0.0,0.0,0.0,5.547
23/01/2006,CHLP1 ,0.0,0.0,0.0,6.853
24/01/2006,CHLP1 ,0.0,0.0,0.0,6.108
25/01/2006,CHLP1 ,0.0,0.0,0.0,6.084
26/01/2006,CHLP1 ,0.0,0.0,0.0,8.551
27/01/2006,CHLP1 ,0.0,0.0,0.0,6.377
28/01/2006,CHLP1 ,0.0,0.0,0.0,6.175
29/01/2006,CHLP1 ,0.0,0.0,0.0,5.708
30/01/2006,CHLP1 ,0.0,0.0,0.0,6.956
31/01/2006,CHLP1 ,0.0,0.0,0.0,6.208
01/01/2006,CHPP1 ,0.0,22.9,0.0,19.976
