Día,Central,Costo unitario previsto $/MWh,Capacidad promedio prevista MW,Costo unitario realizado $/MWh,Capacidad promedio realizada MW
01/01/2006,ACLP1 ,0.0,230.0,0.0,200.721
02/01/2006,ACLP1 ,0.0,230.0,0.0,195.357
03/01/2006,ACLP1 ,0.0,230.0,0.0,192.723
04/01/2006,ACLP1 ,0.0,230.0,0.0,190.471
05/01/2006,ACLP1 ,0.0,230.0,0.0,190.96
06/01/2006,ACLP1 ,0.0,230.0,0.0,192.839
07/01/2006,ACLP1 ,0.0,230.0,0.0,191.837
08/01/2006,ACLP1 ,0.0,230.0,0.0,192.318
09/01/2006,ACLP1 ,0.0,230.0,0.0,191.563
10/01/2006,ACLP1 ,0.0,230.0,0.0,190.838
11/01/2006,ACLP1 ,0.0,230.0,0.0,190.664
12/01/2006,ACLP1 ,0.0,230.0,0.0,188.247
13/01/2006,ACLP1 ,0.0,230.0,0.0,190.197
14/01/2006,ACLP1 ,0.0,230.0,0.0,190.636
15/01/2006,ACLP1 ,0.0,230.0,0.0,193.605
16/01/2006,ACLP1 ,0.0,230.0,0.0,191.363
17/01/2006,ACLP1 ,0.0,230.0,0.0,190.441
18/01/2006,ACLP1 ,0.0,230.0,0.0,190.758
19/01/2006,ACLP1 ,0.0,230.0,0.0,191.294
20/01/2006,ACLP1 ,0.0,230.0,0.0,195.469
21/01/2006,ACLP1 ,0.0,230.0,0.0,190.633
22/01/2006,ACLP1 ,0.0,230.0,0.0,192.794
23/01/2006,ACLP1 ,0.0,230.0,0.0,191.119
24/01/2006,ACLP1 ,0.0,230.0,0.0,190.161
25/01/2006,ACLP1 ,0.0,230.0,0.0,191.058
26/01/2006,ACLP1 ,0.0,230.0,0.0,188.687
27/01/2006,ACLP1 ,0.0,230.0,0.0,191.325
28/01/2006,ACLP1 ,0.0,230.0,0.0,127.315
29/01/2006,ACLP1 ,0.0,230.0,0.0,0.0
30/01/2006,ACLP1 ,0.0,230.0,0.0,171.914
31/01/2006,ACLP1 ,0.0,230.0,0.0,190.124
01/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
02/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
03/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
04/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
05/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
06/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
07/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
08/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
09/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
10/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
11/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
12/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
13/01/2006,AGEP1 ,0.0,0.1,0.0,0.096
14/01/2006,AGEP1 ,0.0,0.1,0.0,1.34
15/01/2006,AGEP1 ,0.0,0.1,0.0,1.215
16/01/2006,AGEP1 ,0.0,0.1,0.0,1.553
17/01/2006,AGEP1 ,0.0,0.1,0.0,1.611
18/01/2006,AGEP1 ,0.0,0.1,0.0,1.345
19/01/2006,AGEP1 ,0.0,0.1,0.0,1.714
20/01/2006,AGEP1 ,0.0,0.1,0.0,1.877
21/01/2006,AGEP1 ,0.0,0.1,0.0,1.654
22/01/2006,AGEP1 ,0.0,0.1,0.0,1.458
23/01/2006,AGEP1 ,0.0,0.1,0.0,1.568
24/01/2006,AGEP1 ,0.0,0.1,0.0,1.455
25/01/2006,AGEP1 ,0.0,0.1,0.0,2.27
26/01/2006,AGEP1 ,0.0,0.1,0.0,2.695
27/01/2006,AGEP1 ,0.0,0.1,0.0,2.591
28/01/2006,AGEP1 ,0.0,0.1,0.0,2.405
29/01/2006,AGEP1 ,0.0,0.1,0.0,2.71
30/01/2006,AGEP1 ,0.0,0.1,0.0,2.866
31/01/2006,AGEP1 ,0.0,0.1,0.0,2.693
01/01/2006,AGMP1 ,0.0,951.4,0.0,901.907
02/01/2006,AGMP1 ,0.0,951.4,0.0,914.653
03/01/2006,AGMP1 ,0.0,634.2,0.0,612.094
04/01/2006,AGMP1 ,0.0,634.2,0.0,608.719
05/01/2006,AGMP1 ,0.0,634.2,0.0,604.954
06/01/2006,AGMP1 ,0.0,634.2,0.0,596.979
07/01/2006,AGMP1 ,0.0,634.2,0.0,606.963
08/01/2006,AGMP1 ,0.0,634.2,0.0,607.146
09/01/2006,AGMP1 ,0.0,634.2,0.0,606.408
10/01/2006,AGMP1 ,0.0,634.2,0.0,603.557
11/01/2006,AGMP1 ,0.0,634.2,0.0,578.806
12/01/2006,AGMP1 ,0.0,634.2,0.0,634.2
13/01/2006,AGMP1 ,0.0,634.2,0.0,578.371
14/01/2006,AGMP1 ,0.0,634.2,0.0,554.975
15/01/2006,AGMP1 ,0.0,634.2,0.0,622.352
16/01/2006,AGMP1 ,0.0,634.2,0.0,592.213
17/01/2006,AGMP1 ,0.0,634.2,0.0,612.339
18/01/2006,AGMP1 ,0.0,634.2,0.0,623.847
19/01/2006,AGMP1 ,0.0,634.2,0.0,618.239
20/01/2006,AGMP1 ,0.0,634.2,0.0,586.671
21/01/2006,AGMP1 ,0.0,634.2,0.0,594.0
22/01/2006,AGMP1 ,0.0,634.2,0.0,607.12
23/01/2006,AGMP1 ,0.0,634.2,0.0,586.81
24/01/2006,AGMP1 ,0.0,951.4,0.0,906.869
25/01/2006,AGMP1 ,0.0,832.45,0.0,809.061
26/01/2006,AGMP1 ,0.0,832.412,0.0,793.622
27/01/2006,AGMP1 ,0.0,951.4,0.0,919.036
28/01/2006,AGMP1 ,0.0,951.4,0.0,915.089
29/01/2006,AGMP1 ,0.0,951.4,0.0,904.995
30/01/2006,AGMP1 ,0.0,951.4,0.0,896.163
31/01/2006,AGMP1 ,0.0,951.4,0.0,905.188
01/01/2006,ALTP1 ,640.987,493.2,628.305,328.204
02/01/2006,ALTP1 ,597.973,493.2,591.283,328.407
03/01/2006,ALTP1 ,590.164,334.0,590.162,334.016
04/01/2006,ALTP1 ,590.421,329.3,590.339,330.894
05/01/2006,ALTP1 ,590.164,334.0,590.2,334.311
06/01/2006,ALTP1 ,590.164,334.0,590.171,334.028
07/01/2006,ALTP1 ,591.996,334.0,590.142,334.067
08/01/2006,ALTP1 ,602.795,460.046,590.129,334.002
09/01/2006,ALTP1 ,598.009,526.5,590.164,334.067
10/01/2006,ALTP1 ,590.164,334.0,593.884,442.441
11/01/2006,ALTP1 ,595.912,526.5,594.946,482.5
12/01/2006,ALTP1 ,596.768,526.5,595.263,502.636
13/01/2006,ALTP1 ,599.987,498.375,598.925,520.57
14/01/2006,ALTP1 ,602.601,501.5,598.708,509.99
15/01/2006,ALTP1 ,603.512,501.5,598.698,526.764
16/01/2006,ALTP1 ,598.77,526.5,595.864,526.817
17/01/2006,ALTP1 ,595.954,526.5,595.857,527.546
18/01/2006,ALTP1 ,596.075,522.192,595.857,525.521
19/01/2006,ALTP1 ,596.062,522.192,595.863,525.595
20/01/2006,ALTP1 ,596.643,522.192,595.832,525.207
21/01/2006,ALTP1 ,596.112,522.192,595.8,525.188
22/01/2006,ALTP1 ,597.84,522.192,595.824,524.965
23/01/2006,ALTP1 ,597.264,522.192,595.131,486.871
24/01/2006,ALTP1 ,596.116,522.583,595.786,525.333
25/01/2006,ALTP1 ,596.794,522.583,595.726,525.529
26/01/2006,ALTP1 ,596.234,522.583,595.826,525.598
27/01/2006,ALTP1 ,597.092,526.5,595.78,525.04
28/01/2006,ALTP1 ,599.755,526.5,595.093,499.912
29/01/2006,ALTP1 ,601.265,526.5,594.416,491.468
30/01/2006,ALTP1 ,600.932,526.5,595.654,520.122
31/01/2006,ALTP1 ,598.272,522.583,595.585,523.533
01/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
02/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
03/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
04/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
05/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
06/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
07/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
08/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
09/01/2006,ALXP1 ,0.0,0.5,0.0,0.014
10/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
11/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
12/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
13/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
14/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
15/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
16/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
17/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
18/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
19/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
20/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
21/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
22/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
23/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
24/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
25/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
26/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
27/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
28/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
29/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
30/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
31/01/2006,ALXP1 ,0.0,0.5,0.0,0.0
01/01/2006,AMDP1 ,0.0,4.0,0.0,3.425
02/01/2006,AMDP1 ,0.0,4.0,0.0,3.329
03/01/2006,AMDP1 ,0.0,4.0,0.0,3.296
04/01/2006,AMDP1 ,0.0,4.0,0.0,3.288
05/01/2006,AMDP1 ,0.0,4.0,0.0,3.325
06/01/2006,AMDP1 ,0.0,4.0,0.0,3.292
07/01/2006,AMDP1 ,0.0,4.0,0.0,3.314
08/01/2006,AMDP1 ,0.0,4.0,0.0,3.318
09/01/2006,AMDP1 ,0.0,4.0,0.0,3.235
10/01/2006,AMDP1 ,0.0,4.0,0.0,3.248
11/01/2006,AMDP1 ,0.0,4.0,0.0,3.174
12/01/2006,AMDP1 ,0.0,4.0,0.0,2.841
13/01/2006,AMDP1 ,0.0,4.0,0.0,3.172
14/01/2006,AMDP1 ,0.0,4.0,0.0,3.211
15/01/2006,AMDP1 ,0.0,4.0,0.0,3.21
16/01/2006,AMDP1 ,0.0,4.0,0.0,3.196
17/01/2006,AMDP1 ,0.0,4.0,0.0,3.265
18/01/2006,AMDP1 ,0.0,4.0,0.0,3.152
19/01/2006,AMDP1 ,0.0,4.0,0.0,3.161
20/01/2006,AMDP1 ,0.0,4.0,0.0,3.168
21/01/2006,AMDP1 ,0.0,4.0,0.0,3.158
22/01/2006,AMDP1 ,0.0,4.0,0.0,3.186
23/01/2006,AMDP1 ,0.0,4.0,0.0,0.532
24/01/2006,AMDP1 ,0.0,4.0,0.0,2.59
25/01/2006,AMDP1 ,0.0,4.0,0.0,3.183
26/01/2006,AMDP1 ,0.0,4.0,0.0,1.683
27/01/2006,AMDP1 ,0.0,4.0,0.0,3.238
28/01/2006,AMDP1 ,0.0,4.0,0.0,3.275
29/01/2006,AMDP1 ,0.0,4.0,0.0,3.263
30/01/2006,AMDP1 ,0.0,4.0,0.0,3.254
31/01/2006,AMDP1 ,0.0,4.0,0.0,3.179
01/01/2006,AMIP1 ,0.0,29.6,0.0,23.974
02/01/2006,AMIP1 ,0.0,29.6,0.0,23.996
03/01/2006,AMIP1 ,0.0,29.6,0.0,24.048
04/01/2006,AMIP1 ,0.0,29.6,0.0,23.843
05/01/2006,AMIP1 ,0.0,29.6,0.0,23.909
06/01/2006,AMIP1 ,0.0,29.6,0.0,23.906
07/01/2006,AMIP1 ,0.0,29.6,0.0,15.034
08/01/2006,AMIP1 ,0.0,29.6,0.0,19.23
09/01/2006,AMIP1 ,0.0,29.6,0.0,10.277
10/01/2006,AMIP1 ,0.0,29.6,0.0,9.037
11/01/2006,AMIP1 ,0.0,29.6,0.0,9.037
12/01/2006,AMIP1 ,0.0,29.6,0.0,9.037
13/01/2006,AMIP1 ,0.0,29.6,0.0,9.037
14/01/2006,AMIP1 ,0.0,29.6,0.0,9.037
15/01/2006,AMIP1 ,0.0,29.6,0.0,0.0
16/01/2006,AMIP1 ,0.0,29.6,0.0,27.767
17/01/2006,AMIP1 ,0.0,29.6,0.0,26.528
18/01/2006,AMIP1 ,0.0,29.6,0.0,24.352
19/01/2006,AMIP1 ,0.0,29.6,0.0,14.715
20/01/2006,AMIP1 ,0.0,0.0,0.0,26.9
21/01/2006,AMIP1 ,0.0,29.6,0.0,22.303
22/01/2006,AMIP1 ,0.0,29.6,0.0,22.304
23/01/2006,AMIP1 ,0.0,29.6,0.0,24.291
24/01/2006,AMIP1 ,0.0,29.6,0.0,24.332
25/01/2006,AMIP1 ,0.0,29.6,0.0,24.392
26/01/2006,AMIP1 ,0.0,29.6,0.0,24.385
27/01/2006,AMIP1 ,0.0,29.6,0.0,24.264
28/01/2006,AMIP1 ,0.0,29.6,0.0,22.249
29/01/2006,AMIP1 ,0.0,29.6,0.0,32.525
30/01/2006,AMIP1 ,0.0,29.6,0.0,20.275
31/01/2006,AMIP1 ,0.0,29.6,0.0,22.168
01/01/2006,ANGP1 ,0.0,888.0,0.0,880.6
02/01/2006,ANGP1 ,0.0,888.0,0.0,888.0
03/01/2006,ANGP1 ,0.0,888.0,0.0,888.0
04/01/2006,ANGP1 ,0.0,828.8,0.0,828.871
05/01/2006,ANGP1 ,0.0,888.0,0.0,888.0
06/01/2006,ANGP1 ,0.0,828.8,0.0,716.678
07/01/2006,ANGP1 ,0.0,888.0,0.0,836.269
08/01/2006,ANGP1 ,0.0,888.0,0.0,833.398
09/01/2006,ANGP1 ,0.0,762.2,0.0,762.2
10/01/2006,ANGP1 ,0.0,710.4,0.0,710.503
11/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
12/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
13/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
14/01/2006,ANGP1 ,0.0,621.6,0.0,523.769
15/01/2006,ANGP1 ,0.0,710.4,0.0,680.8
16/01/2006,ANGP1 ,0.0,710.4,0.0,710.458
17/01/2006,ANGP1 ,0.0,710.4,0.0,692.077
18/01/2006,ANGP1 ,0.0,710.4,0.0,710.412
19/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
20/01/2006,ANGP1 ,0.0,710.4,0.0,584.6
21/01/2006,ANGP1 ,0.0,710.4,0.0,673.4
22/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
23/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
24/01/2006,ANGP1 ,0.0,710.4,0.0,710.475
25/01/2006,ANGP1 ,0.0,710.4,0.0,710.4
26/01/2006,ANGP1 ,0.0,710.4,0.0,417.36
27/01/2006,ANGP1 ,0.0,710.4,0.0,688.2
28/01/2006,ANGP1 ,0.0,710.4,0.0,688.2
29/01/2006,ANGP1 ,0.0,710.4,0.0,688.2
30/01/2006,ANGP1 ,0.0,651.2,0.0,621.6
31/01/2006,ANGP1 ,0.0,710.4,0.0,666.0
01/01/2006,APRP1 ,0.0,79.233,0.0,43.688
02/01/2006,APRP1 ,0.0,79.233,0.0,42.4
03/01/2006,APRP1 ,0.0,79.233,0.0,99.05
04/01/2006,APRP1 ,0.0,79.233,0.0,71.54
05/01/2006,APRP1 ,0.0,79.233,0.0,83.7
06/01/2006,APRP1 ,0.0,79.233,0.0,82.678
07/01/2006,APRP1 ,0.0,79.233,0.0,119.8
08/01/2006,APRP1 ,0.0,79.233,0.0,73.57
09/01/2006,APRP1 ,0.0,79.233,0.0,77.65
10/01/2006,APRP1 ,0.0,79.233,0.0,88.175
11/01/2006,APRP1 ,0.0,79.233,0.0,87.517
12/01/2006,APRP1 ,0.0,79.233,0.0,41.66
13/01/2006,APRP1 ,0.0,79.233,0.0,108.183
14/01/2006,APRP1 ,0.0,79.233,0.0,88.362
15/01/2006,APRP1 ,0.0,79.233,0.0,65.35
16/01/2006,APRP1 ,0.0,79.233,0.0,49.191
17/01/2006,APRP1 ,0.0,79.233,0.0,65.65
18/01/2006,APRP1 ,0.0,79.233,0.0,72.743
19/01/2006,APRP1 ,0.0,79.233,0.0,102.6
20/01/2006,APRP1 ,0.0,79.233,0.0,88.783
21/01/2006,APRP1 ,0.0,79.233,0.0,19.36
22/01/2006,APRP1 ,0.0,79.233,0.0,73.875
23/01/2006,APRP1 ,0.0,79.233,0.0,51.936
24/01/2006,APRP1 ,0.0,79.233,0.0,65.377
25/01/2006,APRP1 ,0.0,79.233,0.0,53.389
26/01/2006,APRP1 ,0.0,79.233,0.0,60.45
27/01/2006,APRP1 ,0.0,79.233,0.0,65.475
28/01/2006,APRP1 ,0.0,79.233,0.0,67.142
29/01/2006,APRP1 ,0.0,79.233,0.0,53.175
30/01/2006,APRP1 ,0.0,79.233,0.0,58.725
31/01/2006,APRP1 ,0.0,79.233,0.0,82.044
01/01/2006,ARNP1 ,0.0,7.0,0.0,3.198
02/01/2006,ARNP1 ,0.0,7.0,0.0,4.197
03/01/2006,ARNP1 ,0.0,7.0,0.0,4.502
04/01/2006,ARNP1 ,0.0,7.0,0.0,4.927
05/01/2006,ARNP1 ,0.0,7.0,0.0,3.992
06/01/2006,ARNP1 ,0.0,7.0,0.0,4.284
07/01/2006,ARNP1 ,0.0,7.0,0.0,4.448
08/01/2006,ARNP1 ,0.0,7.0,0.0,4.327
09/01/2006,ARNP1 ,0.0,7.0,0.0,4.767
10/01/2006,ARNP1 ,0.0,7.0,0.0,4.913
11/01/2006,ARNP1 ,0.0,7.0,0.0,3.931
12/01/2006,ARNP1 ,0.0,7.0,0.0,4.065
13/01/2006,ARNP1 ,0.0,7.0,0.0,3.969
14/01/2006,ARNP1 ,0.0,7.0,0.0,4.031
15/01/2006,ARNP1 ,0.0,7.0,0.0,3.762
16/01/2006,ARNP1 ,0.0,7.0,0.0,3.471
17/01/2006,ARNP1 ,0.0,7.0,0.0,4.045
18/01/2006,ARNP1 ,0.0,7.0,0.0,8.011
19/01/2006,ARNP1 ,0.0,7.0,0.0,4.557
20/01/2006,ARNP1 ,0.0,7.0,0.0,4.218
21/01/2006,ARNP1 ,0.0,7.0,0.0,4.408
22/01/2006,ARNP1 ,0.0,7.0,0.0,4.2
23/01/2006,ARNP1 ,0.0,7.0,0.0,3.95
24/01/2006,ARNP1 ,0.0,7.0,0.0,4.434
25/01/2006,ARNP1 ,0.0,7.0,0.0,4.35
26/01/2006,ARNP1 ,0.0,7.0,0.0,4.475
27/01/2006,ARNP1 ,0.0,7.0,0.0,4.703
28/01/2006,ARNP1 ,0.0,7.0,0.0,4.11
29/01/2006,ARNP1 ,0.0,7.0,0.0,3.831
30/01/2006,ARNP1 ,0.0,7.0,0.0,3.807
31/01/2006,ARNP1 ,0.0,7.0,0.0,3.743
01/01/2006,ATCP1 ,875.501,518.0,705.134,585.868
02/01/2006,ATCP1 ,643.765,928.083,639.075,916.184
03/01/2006,ATCP1 ,601.317,1036.0,600.899,999.489
04/01/2006,ATCP1 ,601.825,1036.0,600.899,989.699
05/01/2006,ATCP1 ,621.882,1036.0,620.991,974.388
06/01/2006,ATCP1 ,621.896,1036.0,620.991,841.212
07/01/2006,ATCP1 ,622.755,1036.0,610.895,980.368
08/01/2006,ATCP1 ,647.321,1036.0,610.895,943.766
09/01/2006,ATCP1 ,630.324,1036.0,610.895,1036.0
10/01/2006,ATCP1 ,612.103,1036.0,610.895,1008.277
11/01/2006,ATCP1 ,625.925,1036.0,622.988,1019.066
12/01/2006,ATCP1 ,640.07,1036.0,632.488,955.859
13/01/2006,ATCP1 ,643.961,1036.0,635.489,1016.784
14/01/2006,ATCP1 ,646.412,1036.0,621.591,951.403
15/01/2006,ATCP1 ,659.151,1036.0,621.591,858.022
16/01/2006,ATCP1 ,652.098,912.0,625.962,875.364
17/01/2006,ATCP1 ,628.586,912.0,625.962,737.354
18/01/2006,ATCP1 ,623.742,1036.0,621.591,945.929
19/01/2006,ATCP1 ,608.472,1036.0,607.397,985.526
20/01/2006,ATCP1 ,575.164,1036.0,574.307,935.151
21/01/2006,ATCP1 ,608.587,1036.0,606.697,894.825
22/01/2006,ATCP1 ,616.825,1036.0,606.697,693.141
23/01/2006,ATCP1 ,623.467,845.333,618.121,911.566
24/01/2006,ATCP1 ,576.23,1036.0,575.908,972.627
25/01/2006,ATCP1 ,577.016,1036.0,575.908,1036.0
26/01/2006,ATCP1 ,577.09,1036.0,576.608,944.576
27/01/2006,ATCP1 ,578.479,1036.0,576.608,956.157
28/01/2006,ATCP1 ,568.407,1036.0,548.516,942.178
29/01/2006,ATCP1 ,568.356,1036.0,548.516,854.14
30/01/2006,ATCP1 ,562.828,1036.0,548.516,915.976
31/01/2006,ATCP1 ,549.46,1036.0,548.516,927.273
01/01/2006,AZFGE ,0.0,180.4,0.0,188.704
02/01/2006,AZFGE ,0.0,180.4,0.0,176.952
03/01/2006,AZFGE ,0.0,180.4,0.0,174.219
04/01/2006,AZFGE ,0.0,180.4,0.0,187.419
05/01/2006,AZFGE ,0.0,180.4,0.0,187.923
06/01/2006,AZFGE ,0.0,180.4,0.0,187.619
07/01/2006,AZFGE ,0.0,180.4,0.0,187.893
08/01/2006,AZFGE ,0.0,180.4,0.0,176.984
09/01/2006,AZFGE ,0.0,180.4,0.0,186.001
10/01/2006,AZFGE ,0.0,180.4,0.0,187.395
11/01/2006,AZFGE ,0.0,180.4,0.0,187.956
12/01/2006,AZFGE ,0.0,180.4,0.0,187.676
13/01/2006,AZFGE ,0.0,180.4,0.0,187.525
14/01/2006,AZFGE ,0.0,180.4,0.0,187.776
15/01/2006,AZFGE ,0.0,180.4,0.0,187.682
16/01/2006,AZFGE ,0.0,180.4,0.0,186.925
17/01/2006,AZFGE ,0.0,180.4,0.0,187.526
18/01/2006,AZFGE ,0.0,180.4,0.0,184.083
19/01/2006,AZFGE ,0.0,180.4,0.0,190.386
20/01/2006,AZFGE ,0.0,180.4,0.0,186.237
21/01/2006,AZFGE ,0.0,180.4,0.0,187.572
22/01/2006,AZFGE ,0.0,180.4,0.0,187.646
23/01/2006,AZFGE ,0.0,180.4,0.0,184.908
24/01/2006,AZFGE ,0.0,180.4,0.0,187.379
25/01/2006,AZFGE ,0.0,180.4,0.0,182.539
26/01/2006,AZFGE ,0.0,180.4,0.0,187.091
27/01/2006,AZFGE ,0.0,180.4,0.0,187.804
28/01/2006,AZFGE ,0.0,180.4,0.0,189.07
29/01/2006,AZFGE ,0.0,180.4,0.0,187.767
30/01/2006,AZFGE ,0.0,180.4,0.0,187.877
31/01/2006,AZFGE ,0.0,180.4,0.0,185.397
01/01/2006,BAJP1 ,678.718,480.0,675.246,460.851
02/01/2006,BAJP1 ,678.718,480.0,675.246,431.607
03/01/2006,BAJP1 ,765.181,480.0,761.639,474.305
04/01/2006,BAJP1 ,761.667,580.0,760.539,564.036
05/01/2006,BAJP1 ,761.899,580.0,760.539,580.144
06/01/2006,BAJP1 ,761.899,580.0,760.539,580.0
07/01/2006,BAJP1 ,765.556,490.0,761.412,463.006
08/01/2006,BAJP1 ,765.556,490.0,761.412,443.141
09/01/2006,BAJP1 ,765.556,490.0,761.412,490.0
10/01/2006,BAJP1 ,765.556,480.0,761.639,470.37
11/01/2006,BAJP1 ,766.097,470.0,761.899,470.0
12/01/2006,BAJP1 ,765.556,470.0,761.899,457.176
13/01/2006,BAJP1 ,765.392,470.0,761.899,458.147
14/01/2006,BAJP1 ,776.17,370.0,766.832,383.681
15/01/2006,BAJP1 ,776.17,370.0,766.832,329.183
16/01/2006,BAJP1 ,776.17,370.0,766.832,377.719
17/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
18/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
19/01/2006,BAJP1 ,765.556,470.0,761.899,376.579
20/01/2006,BAJP1 ,765.556,470.0,761.899,430.419
21/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
22/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
23/01/2006,BAJP1 ,765.404,470.0,761.899,466.317
24/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
25/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
26/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
27/01/2006,BAJP1 ,765.556,470.0,761.899,470.0
28/01/2006,BAJP1 ,765.832,465.833,762.105,462.518
29/01/2006,BAJP1 ,776.17,370.0,766.832,188.067
30/01/2006,BAJP1 ,773.417,370.0,766.832,180.115
31/01/2006,BAJP1 ,776.17,370.0,766.832,180.329
01/01/2006,BBNP1 ,0.0,3.9,0.0,3.036
02/01/2006,BBNP1 ,0.0,3.9,0.0,3.077
03/01/2006,BBNP1 ,0.0,3.9,0.0,2.913
04/01/2006,BBNP1 ,0.0,3.9,0.0,2.954
05/01/2006,BBNP1 ,0.0,3.9,0.0,2.913
06/01/2006,BBNP1 ,0.0,3.9,0.0,2.913
07/01/2006,BBNP1 ,0.0,3.9,0.0,3.2
08/01/2006,BBNP1 ,0.0,3.9,0.0,3.939
09/01/2006,BBNP1 ,0.0,3.9,0.0,3.816
10/01/2006,BBNP1 ,0.0,3.9,0.0,3.611
11/01/2006,BBNP1 ,0.0,3.9,0.0,3.282
12/01/2006,BBNP1 ,0.0,3.9,0.0,2.995
13/01/2006,BBNP1 ,0.0,3.9,0.0,3.077
14/01/2006,BBNP1 ,0.0,3.9,0.0,2.995
15/01/2006,BBNP1 ,0.0,3.9,0.0,3.774
16/01/2006,BBNP1 ,0.0,3.9,0.0,3.939
17/01/2006,BBNP1 ,0.0,3.9,0.0,4.062
18/01/2006,BBNP1 ,0.0,3.9,0.0,3.857
19/01/2006,BBNP1 ,0.0,3.9,0.0,3.774
20/01/2006,BBNP1 ,0.0,3.9,0.0,3.897
21/01/2006,BBNP1 ,0.0,3.9,0.0,3.57
22/01/2006,BBNP1 ,0.0,3.9,0.0,3.282
23/01/2006,BBNP1 ,0.0,3.9,0.0,3.159
24/01/2006,BBNP1 ,0.0,3.9,0.0,3.119
25/01/2006,BBNP1 ,0.0,3.9,0.0,3.57
26/01/2006,BBNP1 ,0.0,3.9,0.0,3.98
27/01/2006,BBNP1 ,0.0,3.9,0.0,3.98
28/01/2006,BBNP1 ,0.0,3.9,0.0,3.98
29/01/2006,BBNP1 ,0.0,3.9,0.0,3.98
30/01/2006,BBNP1 ,0.0,3.9,0.0,3.897
31/01/2006,BBNP1 ,0.0,3.9,0.0,3.708
01/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
02/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
03/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
04/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
05/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
06/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
07/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
08/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
09/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
10/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
11/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
12/01/2006,BBRP1 ,0.0,0.0,0.0,18.978
13/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
14/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
15/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
16/01/2006,BBRP1 ,0.0,0.0,0.0,0.0
