Dia,Temperatura,MDTP1Prevista,MDPP1Prevista,MDAP1Prevista,VADP1Prevista,NCTP1Prevista,NCMP1Prevista,VLTP1Prevista,MDAP1,MDPP1,VLTP1,NCTP1,NCMP1,MDTP1,VADP1,Capacidad promedio realizada MW,Capacidad promedio prevista MW
2006-01-01,21.46198141177916,0.0,484.0,156.1,101.0,29.5,43.6,0.0,154.702,468.35400000000004,0.0,29.5,33.888000000000005,0.0,101.73299999999999,788.177,814.2
2006-01-02,19.96552231158397,0.0,484.0,156.1,101.0,29.5,43.6,0.0,156.1,431.01300000000003,0.0,29.5,35.061,0.0,103.584,755.258,814.2
2006-01-03,20.82868920381015,0.0,484.0,156.1,101.0,29.5,43.6,0.0,153.863,484.051,0.0,29.5,34.363,0.0,101.85799999999999,803.635,814.2
2006-01-04,29.05438930449277,0.0,484.0,156.1,101.0,29.5,43.6,0.0,156.459,480.83099999999996,0.0,29.5,34.056999999999995,0.0,103.348,804.1949999999999,814.2
2006-01-05,27.578885948929127,0.0,484.0,156.1,101.0,29.5,43.6,0.0,154.89600000000004,466.515,0.0,29.5,33.604,0.0,100.964,785.479,814.2
2006-01-06,26.07079819075859,0.0,484.0,156.1,101.0,29.5,43.6,0.0,156.14600000000004,464.648,0.0,29.5,34.141,0.0,76.75,761.1850000000001,814.2
2006-01-07,21.869065013029093,0.0,398.25,152.933,101.0,29.5,43.6,0.0,153.401,398.005,0.0,29.5,33.861,0.0,101.0,715.7669999999999,725.283
2006-01-08,20.84275060602241,0.0,398.25,149.75,101.0,29.5,43.6,0.0,150.093,471.50300000000004,0.0,29.5,37.508,0.0,101.0,789.604,722.1
2006-01-09,21.775756925305142,0.0,242.0,156.1,176.825,29.5,43.6,0.0,156.631,248.875,0.0,29.5,34.176,0.0,112.262,581.444,648.025
2006-01-10,20.375599153125115,0.0,242.0,156.1,202.1,29.5,43.6,0.0,152.579,180.045,0.0,29.5,33.723,0.0,217.857,613.7040000000001,673.3
2006-01-11,21.06084210825239,0.0,242.0,156.1,202.1,29.5,43.6,0.0,156.1,247.12599999999998,0.0,29.5,21.8,0.0,209.78799999999998,664.314,673.3
2006-01-12,24.714656617822985,0.0,242.0,156.1,202.1,29.5,43.6,0.0,145.87,246.732,0.0,29.5,21.8,0.0,179.696,623.598,673.3
2006-01-13,24.167544452432853,0.0,484.0,149.75,202.1,29.5,43.6,0.0,149.388,329.848,0.0,29.5,43.6,0.0,215.301,767.637,908.95
2006-01-14,18.109041612930653,0.0,445.167,152.933,202.1,29.5,43.6,0.0,148.26,445.167,0.0,29.5,43.6,0.0,153.711,820.2379999999999,873.3
2006-01-15,20.12888493263298,0.0,460.0,156.1,202.1,29.5,43.6,0.0,142.941,431.962,0.0,29.5,43.6,0.0,197.678,845.681,891.3
2006-01-16,28.37838496122253,0.0,447.833,155.308,101.0,29.5,43.6,0.0,149.437,398.24699999999996,0.0,29.5,43.6,0.0,180.31799999999998,801.102,777.241
2006-01-17,24.24939672178256,0.0,450.667,156.1,202.1,29.5,43.6,0.0,143.562,319.972,0.0,29.5,21.8,0.0,216.04,730.8739999999999,881.9669999999999
2006-01-18,17.890033104124544,0.0,451.5,156.1,202.1,29.5,43.6,0.0,156.1,249.928,0.0,29.5,21.8,0.0,140.583,597.9110000000001,882.8
2006-01-19,24.074624099123287,0.0,484.0,156.1,202.1,29.5,43.6,0.0,151.101,415.16,0.0,29.5,21.8,0.0,210.52200000000002,828.083,915.3
2006-01-20,21.246556091555973,0.0,484.0,156.1,202.1,29.5,43.6,0.0,154.885,473.523,0.0,29.5,21.8,0.0,216.69400000000002,896.402,915.3
2006-01-21,23.74993442468821,0.0,484.0,156.1,202.1,29.5,43.6,0.0,156.1,444.144,0.0,29.5,21.8,0.0,182.238,833.7819999999999,915.3
2006-01-22,22.696423576085625,0.0,484.0,79.9,202.1,29.5,43.6,0.0,75.075,484.0,0.0,29.5,21.8,0.0,144.928,755.303,839.1
2006-01-23,26.98607869331799,0.0,484.0,79.9,202.1,29.5,43.6,0.0,79.9,370.846,0.0,29.5,21.8,0.0,186.87099999999998,688.9169999999999,839.1
2006-01-24,22.635150962657995,0.0,484.0,79.9,202.1,29.5,43.6,0.0,75.554,469.031,0.0,29.5,43.6,0.0,115.633,733.3180000000001,839.1
2006-01-25,20.05167653430384,0.0,484.0,79.9,101.0,29.5,43.6,0.0,78.51,340.00699999999995,0.0,29.5,43.6,0.0,95.656,587.2729999999999,738.0
2006-01-26,20.63024550544236,0.0,484.0,79.9,101.0,29.5,43.6,0.0,40.983000000000004,414.024,0.0,29.5,43.6,0.0,111.634,639.741,738.0
2006-01-27,17.435513051920694,0.0,484.0,0.0,134.7,29.5,43.6,0.0,0.0,402.713,0.0,29.5,37.293,0.0,104.37899999999999,573.885,691.8
2006-01-28,25.924889087844363,0.0,484.0,0.0,134.7,29.5,43.6,0.0,0.0,424.736,0.0,29.5,41.721000000000004,0.0,114.665,610.622,691.8
2006-01-29,28.66408004641901,0.0,484.0,79.9,134.7,29.5,43.6,0.0,46.79,335.835,0.0,29.5,41.69300000000001,0.0,117.515,571.333,771.7
2006-01-30,29.286827225111338,0.0,484.0,79.9,134.7,29.5,43.6,0.0,79.9,484.0,0.0,29.5,43.229,0.0,115.31200000000001,751.941,771.7
2006-01-31,21.90643198065685,0.0,484.0,79.9,134.7,29.5,43.6,0.0,79.9,484.014,0.0,29.5,41.545,0.0,102.155,737.1139999999999,771.7
2006-02-01,25.28882123485845,0.0,484.0,79.9,134.7,29.5,21.8,0.0,79.9,484.0,0.0,29.5,35.676,0.0,135.005,764.081,749.9
2006-02-02,25.526685557381658,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.679,473.76300000000003,0.0,29.5,43.6,0.0,101.681,726.2230000000001,738.0
2006-02-03,25.13795651968925,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.527,484.0,0.0,29.5,43.6,0.0,101.566,738.1930000000001,738.0
2006-02-04,18.860146531650415,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,484.0,0.0,29.5,43.6,0.0,98.03299999999999,735.033,738.0
2006-02-05,18.558220587045398,0.0,484.0,79.9,101.0,29.5,43.6,0.0,69.368,438.65,0.0,29.5,43.6,0.0,95.945,677.0630000000001,738.0
2006-02-06,19.949901861682786,0.0,484.0,79.9,101.0,29.5,21.8,0.0,79.9,404.665,0.0,29.5,35.424,0.0,101.0,650.489,716.2
2006-02-07,29.418828865158034,0.0,484.0,79.9,101.0,29.5,21.8,0.0,79.9,415.287,0.0,29.5,35.525,0.0,101.285,661.497,716.2
2006-02-08,19.705135842634558,0.0,484.0,79.9,101.0,29.5,21.8,0.0,75.877,375.835,0.0,29.5,35.542,0.0,102.006,618.76,716.2
2006-02-09,22.82836654685017,0.0,350.0,79.9,151.55,29.5,43.6,0.0,79.9,307.83299999999997,0.0,29.5,43.6,0.0,133.311,594.144,654.55
2006-02-10,27.619630898908373,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,237.697,0.0,29.5,43.6,0.0,177.83,568.527,738.0
2006-02-11,21.04678457656323,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,360.36800000000005,0.0,29.5,43.6,0.0,138.69299999999998,652.061,738.0
2006-02-12,22.1766027574925,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,449.92400000000004,0.0,29.5,43.6,0.0,106.213,709.1370000000001,738.0
2006-02-13,18.957367270118468,0.0,484.0,79.9,101.0,29.5,21.8,0.0,75.786,480.365,0.0,29.5,35.475,0.0,106.67399999999999,727.8000000000001,716.2
2006-02-14,20.51952707803032,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,476.096,0.0,29.5,43.6,0.0,80.749,709.845,738.0
2006-02-15,27.33975840496931,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,460.048,0.0,29.5,43.6,0.0,97.208,710.256,738.0
2006-02-16,25.00249834204932,0.0,484.0,79.9,101.0,29.5,43.6,0.0,70.931,482.97,0.0,29.5,43.6,0.0,72.824,699.825,738.0
2006-02-17,19.44274411834504,0.0,484.0,79.9,98.208,29.5,43.6,0.0,75.263,466.343,0.0,29.5,43.6,0.0,79.618,694.3240000000001,735.208
2006-02-18,21.670900133837836,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.814,459.024,0.0,29.5,43.6,0.0,99.29299999999999,709.231,738.0
2006-02-19,28.870147432036987,0.0,484.0,79.9,101.0,29.5,43.6,0.0,78.618,470.735,0.0,29.5,43.6,0.0,101.0,723.4530000000001,738.0
2006-02-20,23.480526216519962,0.0,484.0,79.9,101.0,29.5,43.6,0.0,73.602,466.914,0.0,29.5,43.6,0.0,86.135,699.751,738.0
2006-02-21,23.699203485752605,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.233,460.894,0.0,29.5,43.6,0.0,102.53200000000001,713.759,738.0
2006-02-22,19.718978180909254,0.0,484.0,79.9,101.0,29.5,43.6,0.0,78.60600000000002,456.064,0.0,29.5,43.6,0.0,107.115,714.8850000000001,738.0
2006-02-23,28.91403266604041,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.24600000000002,447.472,0.0,29.5,43.6,0.0,107.199,705.0169999999999,738.0
2006-02-24,27.99330542347661,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.02,444.705,0.0,29.5,43.6,0.0,106.853,701.678,738.0
2006-02-25,26.3353646813698,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.255,442.191,0.0,29.5,43.6,0.0,101.0,695.5459999999999,738.0
2006-02-26,22.74076105762649,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,445.66,0.0,29.5,43.6,0.0,83.059,681.719,738.0
2006-02-27,22.088163060036177,0.0,484.0,79.9,101.0,29.5,43.6,0.0,78.168,408.514,0.0,29.5,43.6,0.0,101.887,661.6690000000001,738.0
2006-02-28,26.568626802821445,0.0,484.0,79.9,101.0,29.5,43.6,0.0,65.705,419.82099999999997,0.0,29.5,43.6,0.0,101.0,659.626,738.0
2006-03-01,20.511218680669515,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.9,360.475,0.0,29.5,33.12,0.0,101.324,604.319,738.0
2006-03-02,24.229967473728628,0.0,484.0,79.9,101.0,29.5,43.6,0.0,78.21,345.348,0.0,29.5,33.123000000000005,0.0,101.663,587.8439999999999,738.0
2006-03-03,20.98982343633728,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.863,394.925,0.0,29.5,33.067,0.0,69.76,605.115,738.0
2006-03-04,32.115689499152175,0.0,484.0,79.9,101.0,29.5,25.433000000000003,0.0,66.342,407.99800000000016,0.0,29.5,25.64,0.0,99.363,628.8430000000001,719.833
2006-03-05,27.733786557665624,0.0,484.0,79.9,101.0,29.5,43.6,0.0,77.344,303.7870000000001,0.0,29.5,32.121,0.0,101.0,543.7520000000001,738.0
2006-03-06,18.037006526507284,0.0,484.0,79.9,101.0,29.5,21.8,0.0,78.482,418.135,0.0,29.5,32.229,0.0,104.366,662.712,716.2
2006-03-07,26.78226161243629,0.0,484.0,79.9,101.0,29.5,43.6,0.0,79.72800000000002,455.48,0.0,29.5,32.811,0.0,122.37299999999999,719.892,738.0
2006-03-08,33.171574689148265,0.0,484.0,79.9,202.1,29.5,43.6,0.0,77.001,444.111,0.0,29.5,32.275,0.0,195.799,778.6859999999999,839.1
2006-03-09,18.501046429035547,0.0,484.0,79.9,202.1,29.5,43.6,0.0,52.83600000000001,478.44199999999995,0.0,29.5,31.971,0.0,191.615,784.364,839.1
2006-03-10,28.255472541982087,0.0,484.0,156.1,101.0,29.5,25.433000000000003,0.0,67.616,471.13800000000003,0.0,29.5,23.916,0.0,103.92,696.09,796.033
2006-03-11,20.03159049275143,0.0,484.0,156.1,101.0,29.5,43.6,0.0,122.484,454.17,0.0,29.5,21.8,0.0,75.25,703.204,814.2
2006-03-12,22.23697747948659,0.0,484.0,156.1,101.0,29.5,43.6,0.0,155.431,427.69699999999995,0.0,29.5,21.8,0.0,101.0,735.4279999999999,814.2
2006-03-13,32.07018328165235,0.0,484.0,156.1,101.0,29.5,21.8,0.0,152.27,449.80300000000005,0.0,29.5,21.8,0.0,102.866,756.239,792.4
2006-03-14,32.99130083903265,0.0,484.0,156.1,101.0,29.5,21.8,0.0,154.379,465.29400000000004,0.0,29.5,21.8,0.0,103.12700000000001,774.0999999999999,792.4
2006-03-15,19.85158392553036,0.0,484.0,156.1,202.1,29.5,21.8,0.0,152.625,464.046,0.0,29.5,21.8,0.0,141.05200000000005,809.023,893.5
2006-03-16,30.14668142400517,0.0,484.0,156.1,202.1,29.5,21.8,0.0,150.453,466.54,0.0,29.5,21.8,0.0,199.45,867.7429999999999,893.5
2006-03-17,19.712505664724407,0.0,484.0,156.1,202.1,29.5,21.8,0.0,141.988,449.869,0.0,29.5,21.8,0.0,195.918,839.0749999999999,893.5
2006-03-18,19.48831895450116,0.0,484.0,156.1,101.0,29.5,0.0,0.0,149.095,457.22,0.0,29.5,0.0,0.0,127.634,763.4490000000001,770.6
2006-03-19,19.1424992101554,0.0,484.0,156.1,101.0,29.5,0.0,0.0,140.16299999999998,466.702,0.0,29.5,0.0,0.0,127.197,763.562,770.6
2006-03-20,20.983908789190952,0.0,484.0,156.1,202.1,29.5,0.0,0.0,155.058,430.526,0.0,29.5,0.0,0.0,202.1,817.1840000000001,871.7
2006-03-21,28.492074432321647,0.0,484.0,156.1,202.1,29.5,0.0,0.0,155.641,460.26,0.0,29.5,0.0,0.0,202.1,847.501,871.7
2006-03-22,22.53654201720461,0.0,484.0,156.1,202.1,29.5,0.0,0.0,154.77700000000004,468.654,0.0,29.5,0.0,0.0,203.362,856.293,871.7
2006-03-23,18.70850587525582,0.0,484.0,153.725,202.1,29.5,0.0,0.0,150.673,462.85400000000004,0.0,29.5,0.0,0.0,202.1,845.1270000000001,869.325
2006-03-24,31.02219587324158,0.0,484.0,156.1,202.1,29.5,0.0,0.0,137.201,447.70099999999996,0.0,29.5,0.0,0.0,202.1,816.502,871.7
2006-03-25,26.022277695693397,0.0,484.0,156.1,202.1,29.5,21.8,5.0,155.064,443.709,0.0,29.5,21.8,0.0,177.32,827.393,898.5
2006-03-26,24.407697247712665,0.0,484.0,156.1,202.1,29.5,21.8,5.0,149.14,461.366,0.0,29.5,21.8,0.0,202.1,863.906,898.5
2006-03-27,29.999719724875032,0.0,484.0,156.1,202.1,29.5,21.8,0.0,149.268,431.74800000000016,0.0,29.5,21.8,0.0,202.1,834.4160000000002,893.5
2006-03-28,30.935203585345945,0.0,484.0,156.1,202.1,29.5,21.8,0.0,149.372,465.217,0.0,29.5,21.8,0.0,202.1,867.9889999999999,893.5
2006-03-29,29.43365331705225,0.0,484.0,156.1,202.1,29.5,21.8,0.0,131.05700000000002,449.06300000000016,2.068,29.5,21.8,0.0,202.1,835.5880000000001,893.5
2006-03-30,23.6691040886368,0.0,484.0,153.725,202.1,29.5,21.8,0.0,152.57,466.184,0.0,29.5,21.8,0.0,188.739,858.793,891.125
2006-03-31,30.679757274123173,0.0,484.0,156.1,202.1,29.5,21.8,0.0,155.735,468.278,0.0,29.5,21.8,0.0,197.666,872.979,893.5
2006-04-01,29.51473763243382,0.0,484.0,156.1,202.1,29.5,21.8,5.0,156.127,356.26800000000014,0.0,29.5,16.012999999999998,0.0,202.1,760.0080000000003,898.5
2006-04-02,27.61134934820016,0.0,484.0,156.1,202.1,29.5,21.8,0.0,156.1,221.982,0.0,29.5,14.394,0.0,202.1,624.076,893.5
2006-04-03,22.840661292894012,0.0,484.0,156.1,202.1,29.5,21.8,0.0,135.957,397.207,0.0,29.5,21.039,0.0,202.1,785.803,893.5
2006-04-04,20.33287911256688,0.0,484.0,156.1,202.1,28.25800000000001,21.8,0.0,119.50200000000001,435.978,3.19,28.296999999999997,18.516,0.0,196.169,801.652,892.258
2006-04-05,24.08960767305438,0.0,484.0,156.1,202.1,29.5,21.8,0.0,67.578,434.452,0.0,29.5,21.029,0.0,196.47799999999998,749.0369999999999,893.5
2006-04-06,25.84439739736001,0.0,484.0,79.9,202.1,29.5,21.8,0.0,64.892,434.95599999999996,0.0,29.5,21.031,0.0,181.34900000000002,731.728,817.3
2006-04-07,30.596477691328946,0.0,484.0,156.1,202.1,29.5,21.8,0.0,99.63799999999999,432.164,0.0,29.5,21.8,0.0,193.868,776.97,893.5
2006-04-08,28.59404704550822,0.0,484.0,156.1,202.1,29.5,21.8,0.0,71.15,432.796,0.0,29.5,17.566,0.0,202.92,753.932,893.5
2006-04-09,36.03314581656527,0.0,484.0,156.1,202.1,29.5,21.8,0.0,78.325,431.259,0.0,29.5,19.517,0.0,202.1,760.7010000000001,893.5
2006-04-10,31.710467475981154,0.0,484.0,156.1,202.1,29.5,21.8,33.333,98.68799999999999,418.25800000000004,8.844,29.5,16.829,0.0,202.1,774.219,926.833
2006-04-11,24.525794199710393,0.0,484.0,156.1,0.0,29.5,21.8,75.417,154.042,453.207,7.494,29.5,24.144000000000002,0.0,68.903,737.2900000000001,766.817
2006-04-12,35.88576989810966,0.0,484.0,156.1,0.0,29.5,21.8,15.0,151.092,431.711,9.872,29.5,31.713,0.0,0.0,653.8879999999999,706.4
2006-04-13,27.578885948929127,0.0,484.0,156.1,0.0,29.5,43.6,15.0,156.482,444.755,0.0,29.5,37.029,0.0,0.0,667.766,728.2
2006-04-14,26.07079819075859,0.0,484.0,156.1,0.0,29.5,43.6,15.0,152.65,402.07300000000004,13.655,29.5,34.132,0.0,0.0,632.01,728.2
2006-04-15,21.869065013029093,0.0,484.0,156.1,0.0,29.5,43.6,0.0,137.017,372.725,23.895,29.5,33.721,0.0,0.0,596.8580000000001,713.2
2006-04-16,20.84275060602241,0.0,484.0,156.1,202.1,29.5,43.6,0.0,131.408,411.26800000000003,18.55,29.5,31.498,0.0,49.757,671.981,915.3
2006-04-17,21.775756925305142,0.0,484.0,156.1,202.1,29.5,43.6,33.333,79.34,412.374,0.0,29.5,37.819,0.0,99.833,658.866,948.633
2006-04-18,20.375599153125115,0.0,420.0,79.9,202.1,29.5,43.6,0.0,70.238,420.0,0.0,29.5,38.957,0.0,168.016,726.711,775.1
2006-04-19,21.06084210825239,0.0,420.0,102.125,202.1,29.5,43.6,0.0,66.398,420.0,0.0,29.5,39.304,0.0,195.891,751.093,797.325
2006-04-20,24.714656617822985,0.0,420.0,79.9,202.1,29.5,43.6,0.0,74.21,420.0,0.0,29.5,36.711999999999996,0.0,173.12599999999995,733.548,775.1
2006-04-21,24.167544452432853,0.0,420.0,79.9,197.3,29.5,43.6,0.0,70.087,426.402,49.272,29.5,38.1,0.0,202.84400000000002,816.205,770.3
2006-04-22,25.221903553785825,0.0,420.0,79.9,199.2,29.5,43.6,0.0,66.907,431.436,89.99600000000002,29.5,34.830999999999996,0.0,165.513,818.183,772.1999999999999
2006-04-23,21.730751807074398,0.0,420.0,79.9,199.2,29.5,43.6,0.0,66.109,437.548,38.055,29.5,42.71100000000001,0.0,191.34799999999998,805.271,772.1999999999999
2006-04-24,27.01177262760973,0.0,420.0,137.05,199.2,29.5,43.6,0.0,122.19200000000001,422.44,34.016999999999996,29.5,43.244,0.0,155.10399999999996,806.4970000000001,829.3499999999999
2006-04-25,32.57734901810646,0.0,420.0,156.1,199.2,29.5,43.6,0.0,146.159,422.80199999999996,48.299,29.5,41.716,0.0,157.689,846.165,848.4
2006-04-26,33.09112596801317,0.0,420.0,156.1,199.2,29.5,43.6,15.0,149.745,421.811,37.192,29.5,39.397,0.0,199.2,876.845,863.4
2006-04-27,31.268939877189908,0.0,420.0,156.1,199.2,29.5,43.6,0.0,154.29,420.69199999999995,0.0,29.5,43.6,0.0,200.05,848.1320000000001,848.4
2006-04-28,21.95191171423247,0.0,420.0,141.812,199.2,29.5,43.6,0.0,152.236,415.17800000000005,0.0,29.5,39.069,0.0,195.91099999999997,831.8939999999999,834.112
2006-04-29,31.97829140415981,0.0,420.0,147.392,199.2,29.5,43.6,0.0,140.084,335.36300000000006,0.0,29.5,39.266999999999996,0.0,196.77599999999998,740.99,839.692
2006-04-30,35.512698170865235,0.0,420.0,156.1,199.2,29.5,43.6,0.0,155.518,252.445,0.0,29.5,18.968,0.0,207.092,663.523,848.4
2006-05-01,34.05305566314235,0.0,420.0,156.1,199.2,29.5,43.6,0.0,149.755,253.635,0.0,29.5,42.1,0.0,208.989,683.979,848.4
2006-05-02,22.10558232998895,0.0,420.0,156.1,196.3,29.5,43.6,0.0,154.332,250.28099999999998,0.0,29.5,42.843999999999994,0.0,208.331,685.2879999999999,845.5
2006-05-03,27.391221470574816,0.0,254.0,156.1,196.3,29.5,43.6,0.0,141.305,254.0,0.0,29.5,38.847,0.0,208.507,672.159,679.5
2006-05-04,33.1386743659513,0.0,254.0,156.1,196.3,29.5,43.6,155.0,156.1,254.0,0.0,29.5,43.6,0.0,173.011,656.211,834.5
2006-05-05,22.551523237706565,0.0,254.0,156.1,196.3,29.5,43.6,110.227,156.154,254.0,0.0,29.5,43.6,0.0,135.435,618.6890000000001,789.727
2006-05-06,31.60110092633193,0.0,420.0,156.1,199.2,29.5,43.6,84.64299999999999,150.3,247.916,27.136999999999997,29.5,42.106,0.0,204.065,701.024,933.043
2006-05-07,32.569730828059136,0.0,254.0,156.1,199.2,29.5,43.6,30.0,156.16,254.0,19.778,29.5,40.510999999999996,0.0,192.433,692.382,712.4
2006-05-08,35.10411460134158,0.0,254.0,156.1,199.2,29.5,43.6,143.333,156.172,258.404,7.7479999999999976,29.5,42.44300000000001,0.0,167.899,662.166,825.733
2006-05-09,26.549829674028413,29.5,254.0,156.1,199.2,29.5,43.6,0.0,154.129,260.803,11.039000000000001,29.5,43.6,29.5,206.642,735.213,711.9
2006-05-10,31.00020395359573,0.0,254.0,156.1,199.2,29.5,43.6,0.0,154.407,258.625,63.576,29.5,38.765,0.0,207.597,752.47,682.4
2006-05-11,35.05009272680962,0.0,254.0,156.1,199.2,29.5,43.6,0.0,153.708,258.658,45.595,29.5,36.847,0.0,206.81099999999998,731.1189999999999,682.4
2006-05-12,29.95631256162223,29.5,254.0,156.1,199.2,29.5,43.6,0.0,92.874,260.33799999999997,12.957,29.5,37.493,29.5,208.75799999999998,671.42,711.9
2006-05-13,22.81296238531532,0.0,254.0,132.796,199.2,29.5,43.6,84.64299999999999,77.574,260.207,29.735,29.5,35.628,0.0,205.715,638.359,743.739
2006-05-14,23.60705225848323,0.0,254.0,156.1,199.2,29.5,43.6,30.0,147.904,269.786,97.531,29.5,39.804,0.0,205.88,790.405,712.4
2006-05-15,32.18058806997775,0.0,254.0,156.1,199.2,29.5,43.6,141.667,151.546,279.515,122.91,29.5,39.777,0.0,166.861,790.109,824.067
2006-05-16,23.37400103895909,0.0,254.0,156.1,199.2,29.5,43.6,150.0,154.52700000000004,290.267,101.165,29.5,40.571999999999996,10.099,118.166,744.296,832.4
2006-05-17,27.84508208052673,0.0,254.0,156.1,199.2,29.5,43.6,0.0,156.442,192.31,138.60299999999998,29.5,41.357,0.0,199.532,757.744,682.4
2006-05-18,34.451668005714716,0.0,370.0,156.1,199.2,29.5,43.6,0.0,156.36700000000005,312.068,198.65400000000002,29.5,42.476000000000006,0.0,146.908,885.9730000000001,798.4
2006-05-19,31.230024807119065,0.0,410.0,156.1,199.2,29.5,43.6,0.0,111.814,429.708,208.627,29.5,42.466,0.0,120.508,942.6230000000002,838.4
2006-05-20,33.26790010489375,0.0,410.0,156.1,199.2,29.5,43.6,474.375,66.753,405.85,420.708,29.5,39.335,9.327,53.881,1025.354,1312.775
2006-05-21,30.979915158378468,0.0,249.0,156.1,199.2,29.5,43.6,178.333,73.967,217.283,362.651,29.5,36.436,18.798,131.032,869.6670000000001,855.733
2006-05-22,22.689773888093747,0.0,484.0,156.1,199.2,29.5,43.6,0.0,79.9,468.30199999999996,0.0,29.5,36.683,0.0,129.895,744.28,912.4
2006-05-23,31.427478174696013,0.0,484.0,79.9,171.775,29.5,43.6,0.0,78.692,471.64099999999996,0.0,29.5,42.09,0.0,103.102,725.025,808.775
2006-05-24,35.53055490677295,0.0,484.0,79.9,196.3,29.5,43.6,0.0,79.9,477.958,0.0,29.5,39.483000000000004,0.0,187.622,814.4630000000002,833.3
2006-05-25,22.702985659928537,0.0,484.0,79.9,196.3,29.5,43.6,0.0,79.9,484.01599999999996,0.0,29.5,37.933,0.0,153.83,785.179,833.3
2006-05-26,30.677888577314178,0.0,484.0,79.9,196.3,29.5,43.6,0.0,83.671,482.708,0.0,29.5,41.676,0.0,190.675,828.23,833.3
2006-05-27,30.49144233813416,0.0,484.0,79.9,196.3,29.5,43.6,0.0,99.005,471.028,0.0,29.5,41.678999999999995,0.0,189.081,830.293,833.3
2006-05-28,32.39292316809002,0.0,484.0,79.9,196.3,29.5,43.6,0.0,133.757,453.705,0.0,29.5,43.228,0.0,183.804,843.9939999999999,833.3
2006-05-29,27.14943454764762,0.0,484.0,156.1,196.3,29.5,43.6,0.0,156.1,448.663,0.0,29.5,39.429,0.0,196.25900000000001,869.951,909.5
2006-05-30,32.274436183580136,0.0,484.0,156.1,196.3,29.5,43.6,0.0,155.59799999999996,484.18300000000005,0.0,29.5,37.492,0.0,196.34,903.1129999999999,909.5
2006-05-31,23.98866430909068,0.0,484.0,156.1,196.3,29.5,43.6,0.0,153.545,482.57800000000003,58.792,29.5,35.55,0.0,187.67700000000002,947.642,909.5
2006-06-01,23.44858803288547,0.0,484.0,156.1,196.3,29.5,43.6,385.9,153.189,465.43300000000005,245.093,29.5,37.14,19.267,186.955,1136.577,1295.4
2006-06-02,26.95838321625326,0.0,484.0,156.1,196.3,29.5,43.6,371.25,154.642,423.88800000000003,245.995,29.5,34.841,0.0,196.3,1085.166,1280.75
2006-06-03,22.770275701126145,0.0,484.0,156.1,196.3,29.5,43.6,347.591,150.918,457.626,282.394,29.5,35.973,0.0,190.204,1146.615,1257.091
2006-06-04,24.04279839524513,0.0,484.0,156.1,196.3,29.5,43.6,412.222,156.1,402.974,245.713,29.5,28.82800000000001,0.0,193.243,1056.358,1321.7220000000002
2006-06-05,25.917460550960712,0.0,484.0,156.1,196.3,29.5,21.8,360.63199999999995,142.972,476.084,286.492,29.5,11.275,0.0,180.957,1127.28,1248.3319999999999
2006-06-06,24.727853752719913,0.0,484.0,156.1,196.3,29.5,21.8,374.875,156.1,427.545,347.837,29.5,12.119000000000002,0.0,196.3,1169.401,1262.575
2006-06-07,32.92225230992873,0.0,242.0,156.1,196.3,29.5,21.8,339.3640000000001,155.525,195.393,297.694,29.5,15.845999999999998,19.904,190.335,904.1970000000001,985.0640000000002
2006-06-08,24.54819558390963,0.0,484.0,156.1,196.3,29.5,21.8,422.444,138.664,393.041,377.50699999999995,29.5,11.627,0.0,161.966,1112.3049999999998,1310.1440000000002
2006-06-09,27.47544252493444,0.0,484.0,156.1,196.3,29.5,21.8,387.917,156.1,481.515,179.395,29.5,12.286,0.0,196.3,1055.096,1275.6170000000002
2006-06-10,31.73907926537084,0.0,484.0,152.38299999999995,196.3,29.5,21.8,410.952,154.378,481.93300000000005,0.0,29.5,18.116,0.0,197.752,881.6790000000001,1294.935
2006-06-11,29.122865642561266,0.0,242.0,156.1,196.3,29.5,21.8,0.0,151.335,245.2,0.0,29.5,14.555,0.0,191.78900000000002,632.379,645.7
2006-06-12,24.608628116560887,0.0,484.0,156.1,196.3,29.5,21.8,0.0,155.876,452.344,0.0,29.5,19.533,0.0,197.982,855.235,887.7
2006-06-13,25.77455486665865,0.0,484.0,156.1,196.3,29.5,21.8,0.0,151.134,478.1,0.0,29.5,17.839000000000006,16.247,190.87099999999998,883.691,887.7
2006-06-14,25.447317540372485,0.0,484.0,156.1,196.3,29.5,21.8,0.0,155.39600000000004,481.06,0.0,29.5,17.372,0.0,158.314,841.6419999999999,887.7
